legacy_url,recovered_path,disposition,target_url,reason,confidence
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/308-?????_?????.html,/index.php/2012-03-07-02-54-47/all-tours/308-?????_?????.html,MERGE+301,/air-tickets/,Article 'ΠΑΤΡΑ - ΠΑΦΟΣ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/304-???????????_?????.html,/index.php/2012-03-07-02-54-47/all-tours/304-???????????_?????.html,MERGE+301,/air-tickets/,Article 'ΘΕΣΣΑΛΟΝΙΚΗ - ΧΑΝΙΑ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/310-?????_????????????.html,/index.php/2012-03-07-02-54-47/all-tours/310-?????_????????????.html,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/313-gardaland.html,/index.php/2012-03-07-02-54-47/all-tours/313-gardaland.html,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/311-??????_???????_??_?????????.html,/index.php/2012-03-07-02-54-47/all-tours/311-??????_???????_??_?????????.html,MERGE+301,/air-tickets/,Article 'Βόρεια Αμερική με επιστροφή' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/309-aegean_airlines.html,/index.php/2012-03-07-02-54-47/all-tours/309-aegean_airlines.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean Airlines' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/312-???????????_?????????_???????.html,/index.php/2012-03-07-02-54-47/k2-information/οδικές-εκδρομές/312-πρωτεύουσες_κεντρικης_ευρωπης.html,MERGE+301,/tours/road-trips/,Article 'Πρωτεύουσες Κεντρικής Ευρώπης' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/313-gardaland.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/all-tours/313-gardaland.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/314-??????_???_?????????.html,/index.php/2012-03-07-02-54-47/all-tours/314-??????_???_?????????.html,MERGE+301,/holiday-packages/,Article 'Ελλάδα και Εξωτερικο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/327-??????-?????-????.html,/index.php/2012-03-07-02-54-47/k2-information/οδικές-εκδρομές/327-μιλανο-λιμνη-κομο.html,MERGE+301,/tours/road-trips/,Article 'Μιλάνο- Λίμνη Κόμο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/327-,/index.php/2012-03-07-02-54-47/all-tours/327-,MERGE+301,/tours/road-trips/,Article 'Μιλάνο- Λίμνη Κόμο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/315-aegean.html,/index.php/2012-03-07-02-54-47/all-tours/315-aegean.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/327-??????-?????-????.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/k2-information/οδικές-εκδρομές/327-μιλανο-λιμνη-κομο.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/329-,/index.php/2012-03-07-02-54-47/all-tours/329-,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/329-???????????_????.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/all-tours/329-???????????_????.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/329-???????????_????.html,/index.php/2012-03-07-02-54-47/all-tours/329-???????????_????.html,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/330-,/index.php/2012-03-07-02-54-47/all-tours/330-,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/330-????????????-???-??????-?-spa-???-??????-?????.html,/index.php/2012-03-07-02-54-47/all-tours/330-????????????-???-??????-?-spa-???-??????-?????.html,301,/tours/road-trips/,Road tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/330-????????????-???-??????-?-spa-???-??????-?????.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/all-tours/330-????????????-???-??????-?-spa-???-??????-?????.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/all-tours/331-??????????_???????_2015.html,/index.php/2012-03-07-02-54-47/all-tours/331-??????????_???????_2015.html,MERGE+301,/air-tickets/,Article 'Προορισμοί από Κέρκυρα για το 2015' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/109-magnificent-switzerland.html,/index.php/2012-03-07-02-54-47/flights_tours/109-magnificent-switzerland.html,MERGE+301,/business-travel/,Article 'Μεταφορές' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours.html,/index.php/2012-03-07-02-54-47/flights_tours.html,301,/tours/air-trips/,Air tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/109-magnificent-switzerland.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/109-magnificent-switzerland.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/111-rome.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/111-rome.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/111-rome.html,/index.php/2012-03-07-02-54-47/flights_tours/111-rome.html,MERGE+301,/travel-guides/,Article 'Ακτοπλοϊκά Εισητήρια' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/110-sicely-panorama.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/110-sicely-panorama.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/110-sicely-panorama.html,/index.php/2012-03-07-02-54-47/flights_tours/110-sicely-panorama.html,MERGE+301,/tours/air-trips/,Article 'ΠΑΝΟΡΑΜΑ ΕΛΒΕΤΙΑΣ - ΛΙΜΝΗ ΜΠΟΝΤΕΝΖΕΕ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/112-barcelona.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/112-barcelona.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/112-barcelona.html,/index.php/2012-03-07-02-54-47/flights_tours/112-barcelona.html,301,/tours/air-trips/,Air tours,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/113-dubrovnik.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/113-dubrovnik.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/114-prague.html,/index.php/2012-03-07-02-54-47/flights_tours/114-prague.html,MERGE+301,/travel-guides/,Article 'Χρήσιμοι Σύνδεσμοι' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/113-dubrovnik.html,/index.php/2012-03-07-02-54-47/flights_tours/113-dubrovnik.html,MERGE+301,/travel-guides/,Article 'Διαφορά Ώρας' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/300-????_??????????_???????.html,/index.php/component/k2/300-ρωμη_αεροδρομιο_κερκυρα.html,MERGE+301,/air-tickets/airlines/,Article 'ΚΕΡΚΥΡΑ - ΡΩΜΗ ΑΠΟ 65€' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/301-??????-???-???????.html,/index.php/component/k2/301-μιλανο-απο-κερκυρα.html,MERGE+301,/air-tickets/airlines/,Article 'ΜΙΛΑΝΟ ΑΠΟ ΚΕΡΚΥΡΑ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/114-prague.html?tmpl=component&print=1,/index.php/2012-03-07-02-54-47/flights_tours/114-prague.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/302-???????_???????????_?????????.html,/index.php/component/k2/302-μπλονια_θεσσαλονικη_εισιτηρια.html,MERGE+301,/air-tickets/airlines/,Article 'ΜΠΟΛΟΝΙΑ ΑΠΟ ΘΕΣΣΑΛΟΝΙΚΗ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/304-???????????_?????.html,/index.php/2012-03-07-02-54-47/flights_tours/304-???????????_?????.html,MERGE+301,/air-tickets/,Article 'ΘΕΣΣΑΛΟΝΙΚΗ - ΧΑΝΙΑ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/309-aegean_airlines.html,/index.php/2012-03-07-02-54-47/flights_tours/309-aegean_airlines.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean Airlines' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/308-?????_?????.html,/index.php/2012-03-07-02-54-47/flights_tours/308-?????_?????.html,MERGE+301,/air-tickets/,Article 'ΠΑΤΡΑ - ΠΑΦΟΣ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/314-??????_???_?????????.html,/index.php/2012-03-07-02-54-47/flights_tours/314-??????_???_?????????.html,MERGE+301,/holiday-packages/,Article 'Ελλάδα και Εξωτερικο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/311-??????_???????_??_?????????.html,/index.php/2012-03-07-02-54-47/flights_tours/311-??????_???????_??_?????????.html,MERGE+301,/air-tickets/,Article 'Βόρεια Αμερική με επιστροφή' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/315-aegean.html,/index.php/2012-03-07-02-54-47/flights_tours/315-aegean.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-35/coach_bus_rentals.html,/index.php/2012-03-07-02-56-35/coach_bus_rentals.html,301,https://kotsis.travel/,Coach & fleet belongs on the transport domain,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-35/car_rentals.html,/index.php/2012-03-07-02-56-35/car_rentals.html,301,/car-rental/,Car hire stays a travel service,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-35/our_fleet.html,/index.php/2012-03-07-02-56-35/our_fleet.html,301,https://kotsis.travel/,Coach & fleet belongs on the transport domain,high
http://kotsistravel.gr/index.php/2012-03-07-02-54-47/flights_tours/331-??????????_???????_2015.html,/index.php/2012-03-07-02-54-47/flights_tours/331-??????????_???????_2015.html,MERGE+301,/air-tickets/,Article 'Προορισμοί από Κέρκυρα για το 2015' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-35/personnel.html,/index.php/2012-03-07-02-56-35/personnel.html,301,/about/,Staff page folded into About,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/car_rentals.html?tmpl=component&print=1&page=,/index.php/2012-03-07-02-56-37/car_rentals.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/car_rentals.html,/index.php/2012-03-07-02-56-37/car_rentals.html,301,/car-rental/,Car hire stays a travel service,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/coach_bus_rentals.html,/index.php/2012-03-07-02-56-37/coach_bus_rentals.html,301,https://kotsis.travel/,Coach & fleet belongs on the transport domain,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/our_fleet.html,/index.php/2012-03-07-02-56-37/our_fleet.html,301,https://kotsis.travel/,Coach & fleet belongs on the transport domain,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/coach_bus_rentals.html?tmpl=component&print=1&page=,/index.php/2012-03-07-02-56-37/coach_bus_rentals.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/personnel.html,/index.php/2012-03-07-02-56-37/personnel.html,301,/about/,Staff page folded into About,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/our_fleet.html?tmpl=component&print=1&page=,/index.php/2012-03-07-02-56-37/our_fleet.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia.html,/index.php/2013-03-20-11-44-35/atomika_taksidia.html,301,/holiday-packages/,Individual travel packages,high
http://kotsistravel.gr/index.php/2012-03-07-02-56-37/personnel.html?tmpl=component&print=1&page=,/index.php/2012-03-07-02-56-37/personnel.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/300-????_??????????_???????.html,/index.php/component/k2/300-ρωμη_αεροδρομιο_κερκυρα.html,MERGE+301,/air-tickets/airlines/,Article 'ΚΕΡΚΥΡΑ - ΡΩΜΗ ΑΠΟ 65€' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/309-aegean_airlines.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/309-aegean_airlines.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean Airlines' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/308-?????_?????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/308-?????_?????.html,MERGE+301,/air-tickets/,Article 'ΠΑΤΡΑ - ΠΑΦΟΣ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/304-???????????_?????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/304-???????????_?????.html,MERGE+301,/air-tickets/,Article 'ΘΕΣΣΑΛΟΝΙΚΗ - ΧΑΝΙΑ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/301-??????-???-???????.html,/index.php/component/k2/301-μιλανο-απο-κερκυρα.html,MERGE+301,/air-tickets/airlines/,Article 'ΜΙΛΑΝΟ ΑΠΟ ΚΕΡΚΥΡΑ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/302-???????_???????????_?????????.html,/index.php/component/k2/302-μπλονια_θεσσαλονικη_εισιτηρια.html,MERGE+301,/air-tickets/airlines/,Article 'ΜΠΟΛΟΝΙΑ ΑΠΟ ΘΕΣΣΑΛΟΝΙΚΗ' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/314-??????_???_?????????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/314-??????_???_?????????.html,MERGE+301,/holiday-packages/,Article 'Ελλάδα και Εξωτερικο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/311-??????_???????_??_?????????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/311-??????_???????_??_?????????.html,MERGE+301,/air-tickets/,Article 'Βόρεια Αμερική με επιστροφή' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/315-aegean.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/315-aegean.html,MERGE+301,/air-tickets/airlines/,Article 'Aegean' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/331-??????????_???????_2015.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/331-??????????_???????_2015.html,MERGE+301,/air-tickets/,Article 'Προορισμοί από Κέρκυρα για το 2015' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/93-,/index.php/2013-03-20-11-44-35/atomika_taksidia/93-,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα-Βενετία' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/93-???????-???????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/93-κέρκυρα-βενετία.html,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα-Βενετία' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/93-???????-???????.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/93-κέρκυρα-βενετία.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/94-???????-?????.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/94-κέρκυρα-πράγα.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/94-,/index.php/2013-03-20-11-44-35/atomika_taksidia/94-,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα-Πράγα' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/94-???????-?????.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/94-κέρκυρα-πράγα.html,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα-Πράγα' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/97-corfu-amsterdam.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/97-corfu-amsterdam.html,MERGE+301,/travel-guides/,Article 'AMEA & Ταξίδι' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/95-corfu-london.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/95-corfu-london.html,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα - Λονδίνο' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/96-corfu-budapest.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/96-corfu-budapest.html,MERGE+301,/travel-guides/,Article 'Έκδοση VISA - Πότε χρειάζεται' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/95-corfu-london.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/95-corfu-london.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/96-corfu-budapest.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/96-corfu-budapest.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations.html,/index.php/2013-03-20-11-44-35/famous_destinations.html,301,/destinations/,Destination guides,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/97-corfu-amsterdam.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/97-corfu-amsterdam.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/98-corfu-vienna.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/atomika_taksidia/98-corfu-vienna.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations.html?start=9,/index.php/2013-03-20-11-44-35/famous_destinations.html,301,/destinations/,Paginated category view; folds into its hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/atomika_taksidia/98-corfu-vienna.html,/index.php/2013-03-20-11-44-35/atomika_taksidia/98-corfu-vienna.html,MERGE+301,/air-tickets/from-corfu/,Article 'Κέρκυρα - Βιέννη' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/102-rome.html,/index.php/2013-03-20-11-44-35/famous_destinations/102-rome.html,MERGE+301,/faq/,Article 'Γενικές Ερωτήσεις' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/100-prague.html,/index.php/2013-03-20-11-44-35/famous_destinations/100-prague.html,MERGE+301,/destinations/,Article 'Πράγα' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/101-milano.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/famous_destinations/101-milano.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/101-milano.html,/index.php/2013-03-20-11-44-35/famous_destinations/101-milano.html,MERGE+301,/faq/,Article 'Κινητά & Περιαγωγή' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/102-rome.html?tmpl=component&print=1,/index.php/2013-03-20-11-44-35/famous_destinations/102-rome.html,410,,Print view of an article; duplicate of the canonical page,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/104-vienna.html,/index.php/2013-03-20-11-44-35/famous_destinations/104-vienna.html,MERGE+301,/faq/,Article 'Αεροπορικά-Ακτοπλοϊκά' merged into its cluster hub,high
http://kotsistravel.gr/index.php/2013-03-20-11-44-35/famous_destinations/105-paris.html,/index.php/2013-03-20-11-44-35/famous_destinations/105-paris.html,MERGE+301,/faq/,Article 'Ορολογία Δωματίων' merged into its cluster hub,high
